tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
568034537411895300,negative,0.6227,Late Flight,0.3168,US Airways,NA,mpordes,NA,0,@USAirways tell the flight from clt to srq 5080 to wait!!!!!!,NA,2015-02-18 05:09:21 -0800,NA,NA
5.6893774103708877e+17,negative,1,Late Flight,0.6633,US Airways,NA,kimlynam2,NA,0,@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad,NA,2015-02-20 16:58:22 -0800,NA,NA
569919787888988160,negative,0.6961,Flight Booking Problems,0.6961,American,NA,Baynhambristol,NA,0,@AmericanAir 2 months and still no exec platinum member cards. What gives?,NA,2015-02-23 10:00:40 -0800,New York,Hawaii
567751489754382340,negative,0.9594,Customer Service Issue,0.9594,Southwest,NA,bdhatch1,NA,0,@SouthwestAir please send me a number to call to talk to a person and not be put on hold,NA,2015-02-17 10:24:38 -0800,NA,Eastern Time (US & Canada)
569935135895883800,negative,1,Flight Booking Problems,0.3409,American,NA,nic_tudobem,NA,0,@AmericanAir Only fluctuated because aa took 2 hrs to call me back.Ended up paying (extra) in $US so above statement not true,NA,2015-02-23 11:01:39 -0800,New York,NA
569327066887401500,negative,1,Customer Service Issue,0.3606,Delta,NA,SpedAdvocates,NA,0,@JetBlue we got our luggage after waiting 40 mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.,NA,2015-02-21 18:45:24 -0800,"Wellesley, MA",Eastern Time (US & Canada)
570085229576265700,negative,1,Customer Service Issue,0.6645,US Airways,NA,worldwideweg,NA,0,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.,NA,2015-02-23 20:58:05 -0800,NA,NA
567821166775156740,negative,1,Customer Service Issue,1,United,NA,1MisterHandsome,NA,0,"@united Call customer service and of course they just say ""theres nothing we can do"" and then offer a transfer and disconnect the line.",NA,2015-02-17 15:01:30 -0800,NA,Atlantic Time (Canada)
570296516314845200,negative,1,Cancelled Flight,0.3542,US Airways,NA,airham_gouda,NA,0,@USAirways thanks for making me miss my meeting in Dallas. 700 dollars down the toilet 😊,NA,2015-02-24 10:57:39 -0800,NA,NA
568844078730727400,negative,1,Flight Booking Problems,0.6333,United,NA,paul_chard63,NA,0,"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,",NA,2015-02-20 10:46:11 -0800,"Celebration, FL",Eastern Time (US & Canada)
568945265899483140,neutral,1,NA,NA,Virgin America,NA,daisy1016,NA,0,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,NA,2015-02-20 17:28:16 -0800,Florida,Eastern Time (US & Canada)
5.6985581471603917e+17,negative,1,Late Flight,0.66,American,NA,CassVinograd,NA,0,"@AmericanAir Not good enough. No info communicated at any point - just silence. for hours as we sat. Oh, and then seat was broken. #worst",NA,2015-02-23 05:46:28 -0800,NA,Eastern Time (US & Canada)
569949588527775740,neutral,1,NA,NA,Delta,NA,NinjaNik,NA,6,STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO,NA,2015-02-23 11:59:05 -0800,Floating in the Pacific,Pacific Time (US & Canada)
569490420356374500,negative,0.6821,Bad Flight,0.6821,United,NA,sap_geek,NA,0,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,NA,2015-02-22 05:34:31 -0800,NA,NA
569988785330479100,neutral,1,NA,NA,United,NA,colbycaterina,NA,0,"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",NA,2015-02-23 14:34:50 -0800,lalaland,Eastern Time (US & Canada)
569336252597731300,negative,0.6629999999999999,Lost Luggage,0.6629999999999999,United,NA,Colettod,NA,0,@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw,NA,2015-02-21 19:21:55 -0800,"Ottawa, ON",Eastern Time (US & Canada)
569593278636675100,negative,1,Late Flight,1,American,NA,otisday,NA,0,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,NA,2015-02-22 12:23:14 -0800,Pekin,Eastern Time (US & Canada)
5.6779243368717517e+17,negative,1,Late Flight,0.6594,United,NA,LizGaskins,NA,0,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.,NA,2015-02-17 13:07:19 -0800,"Washington, DC",Eastern Time (US & Canada)
570242420643917800,negative,1,Late Flight,1,American,NA,jeremyleewhite,NA,0,@AmericanAir DM me and I can explain the whole story. I should have been on an earlier flight not US1937,"[27.97575376, -82.53714356]",2015-02-24 07:22:42 -0800,NA,NA
569563698374651900,negative,0.6731,Customer Service Issue,0.3371,United,NA,SCVPools,NA,0,@united direct messages not going through please help,NA,2015-02-22 10:25:42 -0800,Southern California and Hawaii,NA
570264481772777500,negative,0.708,Late Flight,0.708,Southwest,NA,smcrissman,NA,0,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",NA,2015-02-24 08:50:22 -0800,"Hampton Roads, Virginia",Eastern Time (US & Canada)
568064382627921900,negative,1,Late Flight,1,Delta,NA,duendecillita,NA,0,@JetBlue I was not allowed to drop my bag off for my flight that I was running 10min Late Flight for. Turns out it left over an hour Late Flight.,NA,2015-02-18 07:07:57 -0800,NYC,Eastern Time (US & Canada)
569946703522091e3,negative,1,Bad Flight,0.6883,United,NA,8629Fissile,NA,0,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",NA,2015-02-23 11:47:37 -0800,NA,London
569884551712886800,negative,1,Customer Service Issue,1,Virgin America,NA,BeLeather,NA,0,@VirginAmerica called your service line and was hung up on. This is awesome. #sarcasm,"[0.0, 0.0]",2015-02-23 07:40:39 -0800,NA,Pacific Time (US & Canada)
567743028215836700,positive,1,NA,NA,Delta,NA,iSocialFanz,NA,0,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,NA,2015-02-17 09:51:00 -0800,"Phoenix, Az",Arizona
567786475262345200,negative,1,Late Flight,1,United,NA,sslluvsbooks,NA,0,@united Our flight was originally supposed to leave at 1:40pm &amp; now we won't leave until 5. This is the 2nd time this has happened,NA,2015-02-17 12:43:39 -0800,Loving the Languageof Literacy,Eastern Time (US & Canada)
570009129579900900,negative,1,Flight Attendant Complaints,0.6882,US Airways,NA,jasemccarty,NA,0,@USAirways is anything being done to make Flight Attendants aware of AA member benefits? Embarrassing being argued with. Just happened.,NA,2015-02-23 15:55:41 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
569918449121673200,negative,1,Can't Tell,0.6421,United,NA,fdashev,NA,0,"@united Either is fine. However, plundering my hard-earned dollars is not fine.",NA,2015-02-23 09:55:21 -0800,"Pittsburgh, PA",NA
569605935280336900,negative,1,Flight Booking Problems,0.7115,American,NA,otisday,NA,0,"@AmericanAir @naomi_cooper Are you out of your mind, AA? What is the point of this Twitter acct? Form letters in 140 characters or less?",NA,2015-02-22 13:13:32 -0800,Pekin,Eastern Time (US & Canada)
570278644918194200,negative,1,Late Flight,0.6667,American,NA,JesicaLSantos,NA,0,"@AmericanAir flight 65 delayed over 4 hours on 2/22, had no GF meals despite my early request, attendant seat fell on my leg #badservice",NA,2015-02-24 09:46:38 -0800,NY (Globetrotter.ExBonaerense),NA
567895319951835140,negative,1,Lost Luggage,1,United,NA,ramsey,NA,0,"@united Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. (1/2)",NA,2015-02-17 19:56:09 -0800,"Nashville, TN",Central Time (US & Canada)
568064178478571500,negative,1,Customer Service Issue,1,US Airways,NA,snptaylor,NA,0,@USAirways will never travel with you again. This is insanity. storms are inevitable but making us hold to just add a lap child #badservice,NA,2015-02-18 07:07:08 -0800,NA,NA
568957558444175360,negative,1,Customer Service Issue,0.6436,United,NA,eddietemistokle,NA,1,@united how much longer United?? Been on the phone for over an hour to straighten out a star alliance upgrade!!! http://t.co/U1ViEuiDF5,NA,2015-02-20 18:17:07 -0800,New York City,Central Time (US & Canada)
570272235639828500,negative,1,longlines,0.633,American,NA,cmrqt,NA,0,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in,NA,2015-02-24 09:21:10 -0800,Everywhere,Central Time (US & Canada)
569617894666997760,negative,1,Bad Flight,0.6526,American,NA,JamieStrong38,NA,0,"@AmericanAir redirect my flight without telling me, service is abysmal.",NA,2015-02-22 14:01:03 -0800,NA,NA
5.6966484952292557e+17,negative,1,Flight Booking Problems,0.3709,United,NA,unusualcards,NA,0,@united I was. But I have given up.,NA,2015-02-22 17:07:38 -0800,"Portland, OR",NA
570014299625787400,negative,1,Late Flight,0.7004,American,NA,JeremyDDickey,NA,0,@AmericanAir now a delay to the rebooked flight?!,NA,2015-02-23 16:16:14 -0800,"Washington, D.C.",Eastern Time (US & Canada)
570106573395087360,negative,0.6633,Customer Service Issue,0.3571,United,NA,cristobalwong,NA,0,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,NA,2015-02-23 22:22:53 -0800,San Francisco Bay Area,NA
569881035682521100,neutral,0.6424,NA,NA,Southwest,NA,0504Traveller,NA,0,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday",NA,2015-02-23 07:26:41 -0800,NA,Central Time (US & Canada)
569362928710914050,neutral,1,NA,NA,Southwest,NA,JohnSimonePhoto,NA,0,"@SouthwestAir better travel photos:
My Kindle e-book Easy Tips guide http://t.co/7dM2J8H97M:
http://t.co/xeDeckGMW5 http://t.co/frGhglMkqF",NA,2015-02-21 21:07:55 -0800,Toronto (formerly NYC),NA
568994886336307200,negative,1,Customer Service Issue,0.6419,US Airways,NA,misskiayona,NA,0,@USAirways refuses to compensate passengers when inconvenienced and wouldn't even rebook me on another airline. #disappointed,NA,2015-02-20 20:45:26 -0800,NA,NA
5.7031060046052557e+17,negative,0.6292,Flight Booking Problems,0.3146,US Airways,NA,jhazelnut,NA,0,@USAirways  is there a better time to call? My flight is on Friday and I need to change it. Worried I may be on hold until then.,NA,2015-02-24 11:53:37 -0800,NA,NA
568108968867819500,neutral,1,NA,NA,Delta,NA,JetBlueNews,NA,0,"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/FRhuXiB8II",NA,2015-02-18 10:05:07 -0800,USA,Sydney
569872921700667400,neutral,0.6646,NA,0,American,NA,elisakathleen,NA,0,@AmericanAir at LAX &amp; just got off the phone w/reservations. Every flight that'd get me to BOS before 11 am tmrw is apparently unavailable 😐,NA,2015-02-23 06:54:26 -0800,"Boston, MA",NA
568977696786673660,negative,0.6713,Can't Tell,0.3531,United,NA,leigh_emery,NA,1,“@united: @leigh_emery We don't like to hear this. Is there anything we can help with? Thanks. ^EY” another empty offer for help.,NA,2015-02-20 19:37:08 -0800,"Hoboken, NJ",Eastern Time (US & Canada)
569417702764363800,negative,1,Customer Service Issue,0.653,US Airways,NA,tkyleus,NA,0,@USAirways have been on hold for 58 minutes - need help USAIR - why won't you help?,NA,2015-02-22 00:45:34 -0800,Boston Area,Eastern Time (US & Canada)
568474960097878e3,negative,1,Flight Attendant Complaints,0.6809,Delta,NA,NY_US,NA,0,@JetBlue it's noting about me i m perfectly fine it's the attitude and dealings with flyers. Stubborn. Demanding. Unwilling to accommodate.,NA,2015-02-19 10:19:26 -0800,NY NY,NA
569782460000514050,negative,1,Cancelled Flight,1,American,NA,br0hith,NA,0,"@AmericanAir is terrible, my flights Cancelled Flighted and i've been on hold for the past 4 hours. Never again.",NA,2015-02-23 00:54:59 -0800,NA,Eastern Time (US & Canada)
569474700386045950,positive,0.6421,NA,0,United,NA,docambrose97,NA,0,@united My bag reference ID number is IND43728M. Thanks for looking at it.,NA,2015-02-22 04:32:03 -0800,NA,NA
570175764643094500,negative,1,longlines,1,American,NA,JayFranceschi,NA,0,@AmericanAir needs to get their shit together. 2 counter people &amp; a massive line. People need to catch their flights! http://t.co/4MQFMxeBXt,NA,2015-02-24 02:57:50 -0800,NA,Quito
569577794910490600,negative,0.6859999999999999,Can't Tell,0.6859999999999999,Delta,NA,BFarraye,NA,0,"@JetBlue Yoga it is. TV service seems to be down though :-(
I look forward to that do much!","[40.7740308, -73.8674526]",2015-02-22 11:21:43 -0800,NYC,Quito
568454694756069400,neutral,0.6667,NA,0,United,NA,NathanNmred4,NA,0,@united @perfectomobile Definately not an award for employer of the year #united13,NA,2015-02-19 08:58:55 -0800,NA,NA
570088470171013100,negative,1,Late Flight,1,American,NA,Charles_Joly,NA,0,@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well,NA,2015-02-23 21:10:57 -0800,"Chicago, Il",Central Time (US & Canada)
568716618794209300,negative,1,Can't Tell,0.6722,United,NA,pongchmp,NA,0,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.,NA,2015-02-20 02:19:42 -0800,NA,Eastern Time (US & Canada)
567847737061941250,negative,1,Late Flight,0.6599,US Airways,NA,mttdprkr,NA,0,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.,NA,2015-02-17 16:47:05 -0800,"Vancouver, WA",Pacific Time (US & Canada)
569237783715422200,neutral,0.6995,NA,0,US Airways,NA,SSGV,NA,0,"@USAirways, can't control weather/flight attendant.Can control this-green ACU bag, 1.5 hrs &amp; counting! Yep that's me! http://t.co/0jUtCDRLjl",NA,2015-02-21 12:50:38 -0800,"Kokomo, IN",NA
570304633048047600,neutral,0.6529,NA,0,American,NA,AesaGaming,NA,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,NA,2015-02-24 11:29:54 -0800,NA,NA
567878239156338700,positive,1,NA,NA,Southwest,NA,mrc0421,NA,0,@SouthwestAir thanks!! We will see what happens!!,"[36.14488928, -86.68739667]",2015-02-17 18:48:17 -0800,NA,NA
569478023679905800,positive,0.3368,NA,0,United,NA,21stCenturyMom,NA,0,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",NA,2015-02-22 04:45:15 -0800,NA,Pacific Time (US & Canada)
568178240101191700,negative,1,Late Flight,1,United,NA,GeorgeMcflyOG,NA,0,@united I will be patient in my luxurious middle seat on my next delayed flight,NA,2015-02-18 14:40:23 -0800,NJ,Eastern Time (US & Canada)
569361887659294700,negative,0.6885,Customer Service Issue,0.6885,US Airways,NA,Hayden_Ehlich,NA,0,"@USAirways its fine. 

Just wondering where my money went...",NA,2015-02-21 21:03:46 -0800,Blue Ridge High School,Atlantic Time (Canada)
569936062039986200,negative,1,Late Flight,1,United,NA,CowboyPharmD,NA,0,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,NA,2015-02-23 11:05:20 -0800,Wherever I want to be,Pacific Time (US & Canada)
5.6885424309797683e+17,positive,1,NA,NA,US Airways,NA,theeyeman3410,NA,0,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.,NA,2015-02-20 11:26:35 -0800,"iPhone: 38.851982,-77.185593",Eastern Time (US & Canada)
570230527032229900,negative,1,Can't Tell,0.6661,US Airways,NA,HRKatWrangler,NA,0,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,NA,2015-02-24 06:35:26 -0800,"Hudson Valley, NY",Atlantic Time (Canada)
568949250152734700,negative,1,Can't Tell,1,US Airways,NA,GREATNESSEOA,NA,0,@USAirways This is the last time I use your airline. I promise that!,NA,2015-02-20 17:44:06 -0800,McKinney TX,NA
567773933928476700,negative,1,Cancelled Flight,0.6638,Southwest,NA,bradykent,NA,0,"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?",NA,2015-02-17 11:53:49 -0800,"Nashville, TN",Central Time (US & Canada)
569227063300718600,neutral,1,NA,NA,Southwest,NA,jaretgordon,NA,0,"@SouthwestAir can u follow so I can DM a confirmation number I need confirmed to Cancelled Flight?
I will call to confirm Monday for refund",NA,2015-02-21 12:08:02 -0800,NA,Central Time (US & Canada)
568762393083449340,negative,1,Late Flight,1,US Airways,NA,BolerChris,NA,0,@USAirways #428 delayed due to #frozentoilet #medicalissue #mechanicalissue #dispatchissue We've heard it all! #LetsGo,NA,2015-02-20 05:21:36 -0800,"Knoxville, TN",NA
569901979151024100,negative,1,Cancelled Flight,1,American,NA,m_huxhold,NA,0,@AmericanAir my flight to San Angelo via Dallas from Orlando Cancelled Flighted help! On hold and disconnect,NA,2015-02-23 08:49:54 -0800,NA,NA
570291091204919300,neutral,0.6593,NA,0,US Airways,NA,pinkgolftees,NA,0,@USAirways that is certainly not the impression she's under.,NA,2015-02-24 10:36:06 -0800,"Denver, CO",Mountain Time (US & Canada)
569625782181617660,negative,1,Bad Flight,0.3586,Delta,NA,ThatJasonEaton,NA,0,"@JetBlue they absolutely guaranteed us we would sit with our kids. Your ""terms"" response is insulting.  #jetblue",NA,2015-02-22 14:32:24 -0800,NA,NA
569587787680256e3,negative,1,Customer Service Issue,0.6637,United,NA,mgmcg16,NA,0,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",NA,2015-02-22 12:01:25 -0800,NA,NA
569758349354340350,negative,1,Can't Tell,0.3748,US Airways,NA,rossj987,NA,0,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.,NA,2015-02-22 23:19:10 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569946008840491e3,neutral,1,NA,NA,Delta,NA,kbosspotter,NA,0,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;),NA,2015-02-23 11:44:52 -0800,Logan International Airport,Atlantic Time (Canada)
5.6827174120789197e+17,negative,1,Customer Service Issue,0.3696,United,NA,patrick_maness,NA,0,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,NA,2015-02-18 20:51:55 -0800,Rhode Island,Eastern Time (US & Canada)
568773648724525060,positive,1,NA,NA,United,NA,lskingdavis,NA,0,@united in spite of flight delay great customer service provided by Janet and baggage employee Karen. You have 2 wonderful employees United.,NA,2015-02-20 06:06:19 -0800,NA,NA
569496169652428800,neutral,0.6811,NA,0,US Airways,NA,JulieMerks,NA,0,"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday.",NA,2015-02-22 05:57:22 -0800,NA,Eastern Time (US & Canada)
570205370649604100,negative,0.6771,Late Flight,0.3437,US Airways,NA,peterbarth,NA,0,@USAirways 5203 and we're just sitting 20 feet from an open gate,NA,2015-02-24 04:55:28 -0800,"Greenville, SC",Eastern Time (US & Canada)
569980923179094e3,positive,0.6283,NA,NA,US Airways,NA,joyadventuremom,NA,0,@USAirways I'll check it out when I get to the airport. Thanks.,NA,2015-02-23 14:03:36 -0800,NA,NA
5.6978962249182003e+17,negative,1,Can't Tell,0.3641,American,NA,KottemannFYW,NA,0,@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.,NA,2015-02-23 01:23:26 -0800,"Lafayette, LA",NA
569072664997802e3,negative,1,Damaged Luggage,0.6663,US Airways,NA,WTFloris,NA,0,"@USAirways Oh yes, because I had loads of time running to my connecting flight after you delayed me for about 90 minutes...",NA,2015-02-21 01:54:30 -0800,Raxacoricofallapatorius,Amsterdam
569346420139905e3,negative,1,Customer Service Issue,1,United,NA,ambersings,NA,0,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!,NA,2015-02-21 20:02:19 -0800,New York,Pacific Time (US & Canada)
568528082841112600,negative,1,Cancelled Flight,1,Delta,NA,RobinFicklin,NA,0,@JetBlue that is my point! They are only offering me a flight the next day and expect me to now pay for a hotel because they Cancelled Flightled.,NA,2015-02-19 13:50:32 -0800,Logan.Utah,Pacific Time (US & Canada)
569880508181696500,negative,1,Late Flight,0.6787,American,NA,MeeestarCoke,NA,0,@AmericanAir @USAirways outbound flight: 2 hour delay b/c air traffic &amp; 2 gate changes dividend miles member gets no email or text updates,NA,2015-02-23 07:24:35 -0800,BK,NA
5.7026431674354483e+17,negative,1,Customer Service Issue,1,Southwest,NA,gabehosler,NA,0,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,"[38.30097379, -122.30180037]",2015-02-24 08:49:42 -0800,"San Diego,  CA",Pacific Time (US & Canada)
568904684561408e3,neutral,0.7008,NA,0,United,NA,Heaton52,NA,0,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv,NA,2015-02-20 14:47:01 -0800,NA,Central Time (US & Canada)
569689221658775550,positive,1,NA,NA,American,NA,ljhillmanphotos,NA,0,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43,NA,2015-02-22 18:44:29 -0800,USA,Quito
569208067243401200,neutral,1,NA,NA,United,NA,jimccooper,NA,0,@united I was able to get a seat on earlier flight sfo to ind.  Can you add me to 6pm ord to IND?,NA,2015-02-21 10:52:33 -0800,NA,Eastern Time (US & Canada)
569903268312125440,negative,1,Cancelled Flight,1,American,NA,entouchscreen,NA,0,@AmericanAir: my brother's flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?,NA,2015-02-23 08:55:02 -0800,Los Angeles,NA
567623209026334700,negative,0.6337,Flight Booking Problems,0.6337,United,NA,markhlyon,NA,0,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united","[38.9058375, -77.00423674]",2015-02-17 01:54:53 -0800,"Washington, DC",Eastern Time (US & Canada)
567848201505476600,negative,1,Customer Service Issue,0.7027,United,NA,Lucas_Wiseman,NA,0,@united @gg8929 Unbelievable hypocrisy!!,NA,2015-02-17 16:48:56 -0800,"Arlington, Texas",Central Time (US & Canada)
568246340246999040,positive,1,NA,NA,Delta,NA,carleycalla,NA,1,@JetBlue Jua at JFK 'Just Ask' desk was incredibly helpful! Thanks!,NA,2015-02-18 19:10:59 -0800,"Boston, Massachusetts",Mountain Time (US & Canada)
569779173461336060,negative,1,Late Flight,0.6909,Southwest,NA,jhoblitt,NA,0,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet,NA,2015-02-23 00:41:55 -0800,"Tucson, AZ",Arizona
569720565319102460,negative,1,Late Flight,0.3639,United,NA,meeems22,NA,1,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online",NA,2015-02-22 20:49:02 -0800,NA,NA
568432260912959500,neutral,1,NA,NA,Southwest,NA,bvincent,NA,0,@SouthwestAir using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney,NA,2015-02-19 07:29:46 -0800,"Minneapolis, MN",Central Time (US & Canada)
570303720308809700,negative,1,Customer Service Issue,1,US Airways,NA,jhazelnut,NA,0,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.,NA,2015-02-24 11:26:17 -0800,NA,NA
569958552493793300,negative,1,Lost Luggage,1,US Airways,NA,jessicadrew87,NA,0,@USAirways @CLTDouglas slowest baggage claim ever,NA,2015-02-23 12:34:42 -0800,North Carolina,Eastern Time (US & Canada)
569638835539349500,neutral,1,NA,NA,US Airways,NA,mattsmith1868,NA,0,@USAirways what's going on in CLT?,NA,2015-02-22 15:24:16 -0800,SC,NA
569509520034156540,negative,0.6769,Late Flight,0.6769,US Airways,NA,dickie_megan,NA,0,@USAirways Thank you glad to be home. There were lots of delays with the plane and flight crew didn't show up. It was very frustrating.,NA,2015-02-22 06:50:25 -0800,NA,NA
570238052943208450,negative,1,Lost Luggage,1,American,NA,betorides,NA,0,"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!",NA,2015-02-24 07:05:20 -0800,NA,Quito
56964134343936e4,negative,1,Customer Service Issue,0.6652,American,NA,clara_ennist,NA,0,@AmericanAir a phone call or email when you Cancelled Flight a flight would be lovely.,"[38.83598483, -77.10864801]",2015-02-22 15:34:14 -0800,"Arlington, VA",NA
569611721054162940,negative,1,Customer Service Issue,0.3664,American,NA,TheLoveBite,NA,0,"@AmericanAir #AmericanAirlines 1 1/2 hr wait for bags. If this is the a taste of the worlds largest airline, heaven help aviation",NA,2015-02-22 13:36:31 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569625607476158460,negative,0.6564,Late Flight,0.6564,American,NA,realfrecks,NA,0,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover.",NA,2015-02-22 14:31:42 -0800,"New York, NY",Atlantic Time (Canada)
569885185170223100,negative,0.6735,Flight Booking Problems,0.3469,United,NA,apharkins,NA,0,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?,NA,2015-02-23 07:43:10 -0800,NA,Central Time (US & Canada)
570084337099673600,negative,1,Flight Booking Problems,0.6601,US Airways,NA,worldwideweg,NA,0,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied",NA,2015-02-23 20:54:32 -0800,NA,NA
567987284613546e3,negative,1,Can't Tell,0.3516,United,NA,iamtedking,NA,0,"@United what the...? I go into the ""all airlines lounge"" w/ my Star Alliance Club Card in BCN only to be told Star Alliance isn't accepted",NA,2015-02-18 02:01:36 -0800,NA,Eastern Time (US & Canada)
570227917877354500,positive,1,NA,NA,American,NA,rundallas57,NA,0,"@AmericanAir although you have no control of the weather, you came through with a great customer service",NA,2015-02-24 06:25:04 -0800,NA,NA
570085487261700100,negative,1,Customer Service Issue,1,US Airways,NA,worldwideweg,NA,0,@USAirways  I've never been treated this badly,NA,2015-02-23 20:59:06 -0800,NA,NA
569555929798217700,negative,1,Late Flight,0.6562,US Airways,NA,mwkriv,NA,0,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...","[35.22358885, -80.95061712]",2015-02-22 09:54:50 -0800,NA,Quito
570307949614256100,negative,0.6316,Bad Flight,0.3164,American,NA,ELLLORRAC,NA,0,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,NA,2015-02-24 11:43:05 -0800,NA,Central Time (US & Canada)
569079956912758800,neutral,1,NA,NA,US Airways,NA,WTFloris,NA,0,@USAirways International,NA,2015-02-21 02:23:29 -0800,Raxacoricofallapatorius,Amsterdam
5.6811643096664883e+17,negative,1,Flight Booking Problems,0.3592,Southwest,NA,CheteraC,NA,0,"@SouthwestAir why would I want to when the last time I did, you screwed me out of my early boarding that I PAID FOR.",NA,2015-02-18 10:34:46 -0800,NA,NA
569642419307864060,negative,1,Late Flight,0.6633,US Airways,NA,terenceryan,NA,0,@USAirways printer problems causing us to sit on the runway for 45 mins. Get it together.,NA,2015-02-22 15:38:30 -0800,"West Chester, Pa",NA
5.7027553640625357e+17,neutral,0.6863,NA,NA,American,NA,RobertDwyer,NA,0,@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,NA,2015-02-24 09:34:17 -0800,"Wellesley, MA",Eastern Time (US & Canada)
569733311595020300,neutral,0.6489,NA,NA,Southwest,NA,Rhodabean10,NA,0,"@SouthwestAir I am in, let's do this!",NA,2015-02-22 21:39:41 -0800,"Atlanta, GA",NA
569273451564785660,negative,1,Flight Booking Problems,0.6739,United,NA,carolinepqrst,NA,0,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.,NA,2015-02-21 15:12:22 -0800,"Austin, TX",NA
